id,movie_name,synopsis,genre,prediction,accuracy,evaluation
52397,True Storys of the Ghost House 2 the Movie,Yannick & Noah has not seen each other for a year. But now the Yannick & Noah films the unknown horror.,horror,horror,1,
72633,Hallucinations,Aliens descend in crystal spaceships to make contact with people through guitar amp distortion and glowing animal skulls.,scifi,scifi,1,
5598,Top Secret Crush,Four friends find themselves suddenly recruited for a top secret undercover mission that goes from business to personal before they have time to reload.,action,Action.,0,
51256,Jack Hunter's Paranoia Tapes X: The Nightstalker Case Investigation,The fourth wall has been broken and the fun has just begun for Henry. It's time for HELL ON EARTH.,horror,horror,1,
19711,La serpiente roja,"A detective story which takes place in London, with Chinese investigator Chan Li Po, a very popular character of a Cuban radio series of the 30s and 40s.",crime,mystery,0,
10483,Jurassic Shark 2: Aquapocalypse,"A ferocious, prehistoric Megalodon has returned to the surface, terrorizing a group of oil rig workers and members of a local fishing village.",adventure,horror,0,
56876,Howl,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",mystery,horror,0,
20551,El Wahl,"After the death of an important business man and drug dealer's son by the hand of an officer,he plans the officer's downfall by luring his wife into heroin addiction.",crime,crime,1,
78111,72hrs the Hague: Viral,"Fourth contest edition in which 9 short movies are written, shot and edited within 72 hours. Primary goal, besides promoting the city of The Hague, was to use 'viral' as the main topic.",scifi,Unknown (as the synopsis does not provide enough information to determine the genre),0,
74216,Unbelievable!!!!!,Martians have conquered Earth. Four astronauts fight to save the last remnants of humanity.,scifi,scifi,1,
1773,Fake,A man born with the talent of imitating and disguising himself as anyone uses his abilities to assume his older brother's identity in order to solve the mystery behind his untimely murder.,action,Mystery.,0,
4471,American Brawler,A martial arts instructor must enter the world of illegal pit fighting in order to save his family and his dojo.,action,action,Loading...,
23540,The Crash,"In the not-so-distant future, a team of white-collar criminals are enlisted by the Federal government to thwart a cyber-attack that threatens to bankrupt the United States of America.",crime,thriller,0,
1219,Chained,When lives are challenged the game will never be the same.,action,thriller,Loading...,
5968,Heroes of the West,Efforts to build a transcontinental railroad are resisted by crooks and Indians on the warpath.,action,Western,0,
77725,Ssuperzam el invencible,"Tres extraterrestres aterrizan en la Tierra, y se hacen amigos de un niño pequeño pastor. pistolas de rayos de los alienígenas pueden ""congelar"" las personas, y que pueden desaparecer y reaparecer a voluntad.",scifi,scifi,Loading...,
49086,The Living Coffin,A cowboy and his sidekick meet a ranching family that is haunted by spirits and vampires.,horror,horror,1,
44551,Thor,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",fantasy,action,0,
1610,Southern Cross,A mining businessman gets involved in crimes and murderers as he flees from another businessman who plans to dump nuclear waste illegally in abandoned coal mines in southern Chile.,action,crime,0,
85278,The Last Boy Scout,"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner.",thriller,crime,0,
83450,Kaashi in Search of Ganga,"The movie is about two siblings, Kashi (Sharman Joshi) and his sister Ganga. The film is set in the Indian city of Benaras, also known as Kashi.[9] Kashi is a man who belongs to a community who are involved in performing cremation rituals.",thriller,Drama.,0,
39485,Someone's Knocking at the Door,"Returning to the medical school where they were test subjects decades ago, a pair of outrageously twisted serial killers use shockingly brutal sex acts to start killing off a group of drugged-out med students.",fantasy,horror,0,
73596,Guardians of the Galaxy Vol. 2,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",scifi,family,Loading...,
54909,Il baco da seta,"Esmeralda, a French singer, lives beside the Italian coastline. She has a taste for younger men and makes a habit of picking up lotharios in local nightclubs.",mystery,romance,0,
67306,"It's Not You, It's Me","Javier is crushed after his new bride leaves him. When his psychiatrist has no answers, he turns to the arms of his ex-girlfriends.",romance,romance,1,
14496,"Post Mortem, America 2021","Lucille is murdered by crime boss Severin and his thugs, goes to hell and returns five years later as a demon/zombie to get her revenge.",adventure,Horror.,0,
17247,Xie qi bian,Two brave swordsmen fight for supremacy in the martial world and for the hand of a mysterious maiden in this lavish sword picture from kung fu icon Raymond Liu-Top notch choreography from Pang Gang the man who brought you Shaolin vs Lama.,adventure,action,0,
80372,Transcending,Plot under wraps.,scifi,Mystery.,Loading...,
27519,Find My Way Home,"A girl raised a dog. When her dad decided to bring her and mom to live in a foreign country, they had to foster the dog to a relative family. The dog misses the girl, leaves the foster family and goes on the way home.",family,Family,1,
43052,Embrayce,"An epic gothic tale of love, betrayal, loyalty and vampires",fantasy,horror,Loading...,
73163,The Stamp,"In the alternate future where your heritage defines you will be, one young man decides to stand against tradition.",scifi,scifi,Loading...,
5925,Snow Treasure,"This movie is based on a book by Marie McSwigan. It is 1940 in Norway, a neutral, peace-loving country that is invaded by Nazi Germany. A gang of Norwegian children do what Norwegian children like best - ski.",action,adventure,0,
87303,Solutions Company,"When a hubristic mortgage broker almost gets murdered, his father winds up killed and he goes on a vigilante mission to discover the secret in his father's past that makes his family line a target for extermination.",thriller,Thriller,1,
54597,The Shattered Mind,A young girl struggles with a traumatic past and suffers from nightmares and flashbacks that takes her back to her childhood days.,mystery,Horror.,0,
64082,My First Wedding,A young carpenter is mistaken for a Catholic priest and sustains the misunderstanding to seduce a girl.,romance,Romance.,0,
55027,Hereditary,A grieving family is haunted by tragic and disturbing occurrences.,mystery,Horror.,0,
48623,There's No Such Thing as Vampires,"Strangers, Joshua and Ariel, crash into each other in the dead of the night. Before long they find themselves pursued across the North America desert, the target of an unstoppable supernatural force.",horror,horror,1,
16087,Big Bad Bugs,"After a convoy of American soldiers disappears, a special ops team is deployed to rescue them. They soon encounter an army of gigantic scorpions, spiders and snakes that have come to Earth from another dimension.",adventure,scifi,Loading...,
76458,Switch,"In search of an ancient Chinese scroll, a Chinese agent battles against Japanese Yakuzas and British mercenaries.",scifi,action,Loading...,
4339,Blood Sugar,"Blood Sugar is the next phase of animal action crossovers. From the first word it is a guns-blazing, military action, drug-smuggling, shape-shifting, flesh-eating festival, with a Caribbean flavor.",action,action,1,
72768,Demonic,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,scifi,horror,0,
56815,Hanra honban: Joshidaisei bôkô-hen,"An alienated young man is desperate to find a way to pay his bills. Financial relief arrives in the form of anonymous e-mails directing him to rape women for money, photographing the crimes as evidence of his work.",mystery,crime,0,
34926,Phubbed,A loving father teaches his family a lesson in validation the hard way.,family,family,1,
63970,House with a Good View,A-Ra (Na-Kyung Ha) a real estate agent meets secretly with her male clients for fun. On the other hand Mi-Yeon (Hyun Hwa Kwak) hates men. One day she finds out someone is watching her secretly from the house across street and enjoys it.,romance,Thriller,0,
72488,Collider,Plot kept under wraps.,scifi,Mystery.,0,
87024,Love Stalk,"Sharon is a fast-­rising PR executive from Singapore, searching for love in Hong Kong, who may have found her dream guy, but as she chases after him online and in person, Sharon quickly finds out the dangers of stalking a secret crush.",thriller,Romance,0,
81391,Within Circles,A young girl and a group of survivors stuck within a field where every time they try to leave the field they come back to the same one.,thriller,Horror.,0,
11679,News Is Made at Night,Newspaper editor (Foster) will do almost anything to increase circulation. He campaigns to free a condemned man while accusing a wealthy ex-criminal of a string of murders.,adventure,crime,0,
71703,Dominic Day,"Jeffrey is stuck in another city...in another person's body. Apparently he has a date with his body's girlfriend, Alex. In survival mode, he plays along as his body. But as the night progresses, so do their relationship.",romance,Romance,1,
51964,Rag Dolls,"When bodies of young women start showing up in the woods of Devils Hole, New York - a serial killer presumed dead makes top of the suspect list - dragging detectives into a dangerous game.",horror,crime,0,
4174,Queen of Jhansi,A Young Queen Fights for the Independence of India and the rightful Entitlement of Her Child.,action,historical,0,
46036,Kamen Rider Amazons: Awakening,"Follows a mysterious Amazon hunter named Jin Takayama, the heavily-sheltered Haruka Mizusawa, and the Nozama Pest Control Service, a small group of mercenaries as they hunt down the awakening Amazons.",horror,horror,Loading...,
26743,Snake Eyes,A G.I. Joe spin-off centered around the character of Snake Eyes.,crime,Action.,0,
82600,Infini,"An elite 'search and rescue' team transport onto an off-world mining-facility to rescue Whit Carmichael, the lone survivor of a biological outbreak.",thriller,scifi,Loading...,
28965,The Royal Treatment,"New York hairdresser Izzy seizes the chance to work at the wedding of a charming prince, but when sparks between them fly, will love or duty prevail?",family,romance,0,
86473,Geronimo Stilton,Follows Geronimo as he stumble on a conspiracy bigger than anything he and his collaborators have ever tackled before. They will work together to stay one step ahead of the enemy in a game of cat and mouse.,thriller,thriller,1,
82126,Le printemps,"A surreal juxtaposition French film about two people that never meet nor come close to. One, a young male outlaw, and the other a young woman going through puberty/sexual development for the first time.",thriller,drama,Loading...,
23948,Kajraare,A popular singer with two identities falls in love with a prostitute.,crime,Romance.,0,
58771,"Oh, Wildflower!","Desperate to reconcile with her mother, an extraordinary and beautiful scientist returns home and is thrown into the jaws of jealousy and vengeance that catapult her into a deadly encounter",mystery,Thriller,0,
22000,Kidnapning,The movie is about Bertram and his family who in order to get money for a new flat are caught up in Uncle Georg's attempt to kidnap a rich boy. But things don't go as planned.,crime,crime,1,
54160,La parole est au témoin,"Mustapha, a taxi driver in Paris unknowing helps a jewel theft escape the police.",mystery,crime,Loading...,
5157,Kara Simsek,"Serdar, a strong man trains hard on boxing to be the champion after the death of his younger brother.",action,drama,Loading...,
61945,End of the Road,"In this high-octane action thriller, a cross-country road trip becomes a highway to hell for Brenda and her family. Alone in the New Mexico desert, they have to fight for their lives when they become the targets of a mysterious killer.",mystery,thriller,Loading...,
68708,Debar,Debar is a story of a family of three brothers where the eldest brother loses his life while Making arrangements for the youngest brother's education. And how the youngest brother pay back to the widow of his brother.,romance,family,0,
75214,Knights of the Zodiac,"When a goddess of war reincarnates in the body of a young girl, street orphan Seiya discovers that he is destined to protect her and save the world. But only if he can face his own past and become a Knight of the Zodiac.",scifi,fantasy,0,
85162,A Fatal Friend,"When personal tragedy sets his life spinning out of control, Detective Walker finds himself being pulled back to reality by a notorious unsolved cold case that has begun to heat up.",thriller,crime,Loading...,
80233,Cosmic Sin,Seven rogue soldiers launch a preemptive strike against a newly discovered alien civilization in the hopes of ending an interstellar war before it starts.,scifi,scifi,1,
60395,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",mystery,crime,0,
23636,The Crew,Work-life balance breaks down for Paris's most gifted armed robbers when a grave mistake forces them to work for a crime boss in a high-stakes heist.,crime,crime,1,
50073,The Possession Experiment,A group of college students conducts a dangerous experiment to summon and communicate with dark entities. As they delve into the occult they unwittingly unleash a malevolent force that possesses them one by one leading to a battle for their souls.,horror,Horror,1,
16590,The Reading of Hammer Ridge,"When the sorceress Klishty Ma has her romantic advances rejected by King Morpheus she kidnaps his infant child, Prince Shawn. The King and his army search for 20 years to find the heir to the throne.",adventure,fantasy,Loading...,
21523,Port of Shadows,"A military deserter finds love and trouble (and a small dog) in a foggy, French port city.",crime,romance,0,
25349,Post Office Investigator,"A young postman becomes involved in the theft of rare stamps featuring inverted images of the Statue of Liberty. Along the way he encounters attractive criminal Clara Kelso, double-crossing gang members, and Post Office Inspectors.",crime,crime,1,
49415,Aztech,"Ancient Aztec prophecies are fulfilled, after the fall of meteorite fragments and extraterrestrial material that impact the earth. Bizarre events occur, in the different spaces and times of the collisions.",horror,scifi,Loading...,
71490,You Complete Us,"A romantic comedy centered on a couple who schemes to keep their best friends from divorcing, only to experience strife in their own relationship.",romance,Romance.,Loading...,
29587,The Fair Barbara,"A Czar who attempts to trick a creature that demands tribute from him into taking a fisherman's baby instead of his newborn heir. Complications arise when the daughter of the creature, Barbara, requests a human suitor to find true love.",family,fantasy,0,
84465,The Naked Runner,"During the Cold War, an American industrial-designer living in London is used by the MI-6 as an unwilling pawn in the spy game during a trip to a trade show in East Germany.",thriller,Thriller,1,
52380,Hounded,A stately home robbery takes an evil turn one night when a gang of young thieves are caught by the owners of the house and then hunted across the estate for the proprietor's entertainment.,horror,thriller,0,
48396,Reawakened,"When Michele Chadwick's best friend Sophia accidentally awakens the spirit of a malevolent witch that died centuries ago, Michele has to find a way to save her soul from eternal damnation.",horror,horror,1,
18920,Dangerous Games,Wild goings on in a private girl's junior high school.,crime,comedy,Loading...,
9880,Life of St. Paul,Multi-part dramatization of the life of St. Paul.,adventure,drama,0,
82811,In Cold Light,"In Cold Light is a psychological thriller that explores the interrogation of a respected priest from a boys school by a ruthless Inspector, following the murder of one of the priest's students.",thriller,thriller,1,
76550,Umbra 9,"The Wei family is gathering to sort their differences out over dinner, but when a wounded super soldier on the run crashes their gathering, they must come together or die.",scifi,action,0,
82407,Héroes y demonios,"Two young men meet at a psychiatric hospital, where they become friends willing to fight against injustice.",thriller,drama,Loading...,
37617,The Grail,"In order to find her future, a young woman must go back through her past.",fantasy,romance,Loading...,
11406,Ant-Man and the Wasp: Quantumania,"Scott Lang and Hope Van Dyne, along with Hank Pym and Janet Van Dyne, explore the Quantum Realm, where they interact with strange creatures and embark on an adventure that goes beyond the limits of what they thought was possible.",adventure,adventure,1,
53310,Red Bay,"After learning that early slasher films were inspired by a real person, a group of college students visit the killer's hometown to film a documentary. However, everything may not be as it seems.",horror,Horror,1,
69873,Good Morning and Good Night,"An indie musician unexpectedly meets a motorcycle taxi driver in Saigon on a beautiful morning. They decide to spend the whole day just wandering and singing songs about life, mistakes they've made, and the burning dreams in their hearts.",romance,romance,1,
30360,Kainga,"This anthology film brings in underrepresented Asian filmmakers to craft eight unique stories chronicling the diverse, ever-changing, yet familiar experiences of Asians trying to make Aotearoa New Zealand their home through five decades.",family,drama,0,
31042,The Ice Dragon,"Adara makes a special connection with a feared and mythic ice dragon. When another breed of dragon flies in to destroy her world, the girl and dragon must find a way to stop the invaders.",family,fantasy,0,
49491,"Silent Night, Deadly Night","Reboot of the 1984 horror classic SILENT NIGHT, DEADLY NIGHT.",horror,horror,1,
84062,Please Kill Me,"A girl returning from Canada after 4 years is abducted in Kharar, Punjab. The police is left clueless as the kidnapper is always one step ahead of them.",thriller,crime,0,
6352,Young Boss,"After the victory of Japan-Russia War, boss of the Nanjo family is stabbed to death. His son abandons his naval position in order to succeed as the new boss of the family.",action,crime,Loading...,
2688,Paradise,"Ella has a reputation for two things: being a rebellious punk and the fastest gun around. When corrupt officials try to cover up her father's murder, she cuts a swath through the weird anachronistic underbelly of her small island town.",action,action,1,
51899,Highway 91,"A group of zombie apocalypse survivors try to get to a rumored sanctuary, on the way however they must face serial killers, religious cults and each other!",horror,horror,1,
62951,Door Lock,A thriller that begins with a murder incident with a trace of a stranger entering the house of Kyung Min who lives alone in the one room.,mystery,Thriller.,0,
79722,The Third Wave,"A futuristic world with no secrets or governments, one global nation that is threatened by a man with a bomb that he says is going to change history. Humanity's only hope is more time.",scifi,scifi,1,
12648,Pendragon: King Arthur,"The untold epic story and origin of King Arthur Pendragon. From the mythical lands of Avalon to the story we know in history books, his origin story is finally unveiled.",adventure,fantasy,Loading...,
79563,World: The Search,Harrison returns and goes across the world to find Jordan.,scifi,adventure,Loading...,
48172,Rabid Grannies 2: Ravenshore,"Christopher remained the sole heir of the family fortune and name, and Christopher suddenly becomes a very wealthy man. There is only one condition to it all, he has to take care of the grannies graves for the term of his natural life.",horror,family,Loading...,
5011,Fantastic Four,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",action,scifi,Loading...,
28383,Playing with Fire,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,family,family,1,
79444,The Batwoman,Batwoman is called to investigate a whacked-out scientist who is capturing wrestlers and using their spinal fluid to create a Gill Man.,scifi,horror,0,
47541,Reflections of Evil 2: The Same Day,Bobby is back and he's fatter than ever .,horror,N/A (This is not a movie synopsis),0,
40551,Akira,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",fantasy,scifi,Loading...,
19723,Aa bakudan,"Filmed as a traditional Japanese play, a yakuza boss is released from prison, but finds his gang usurped by a shady politician. With the help of his former cell mate he decides to assassinate the politician with an explosive pen.",crime,crime,1,
46352,Saint,A horror film that depicts St. Nicholas as a murderous bishop who kidnaps and murders children when there is a full moon on December 5.,horror,Horror.,0,
38553,City of Angels,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",fantasy,romance,0,
22004,Strange Alibi,"In a pre-arranged set-up, a cop strikes his police-chief, is fired and infiltrates the mob but when the police-chief is murdered, the ex-cop is unable to prove his innocence and is left-out in the cold, on the wrong side of the law.",crime,crime,1,
19275,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,"When a series of unusual murders occurs, Detective K (KIM Myung-min) and his partner (OH Dal-soo) are once again called into action as they discover a trail of bodies with mysterious bite marks.",crime,horror,Loading...,
37791,We Can't Die,"When a struggling screenwriter finds himself at a crossroad, unforeseen circumstances force him to make a difficult choice. As the clock strikes midnight he soon finds out that some stories have a life of their own.",fantasy,horror,0,
60907,The Whirl,"Three childhood friends from Belgrade, Serbia see their destinies change as they become adults during the wartime 1990s.",mystery,drama,Loading...,
56347,Short Stories,"Bribes, rudeness, generation gap. A satirical comedy about the peculiarities of Russian life",mystery,comedy,0,
17978,Tong tou tie bei,"A man fights in a gambling house and, as he is very strong with his "" steel arms "" skill, the owner of the gambling house proposes him to work for him as his bodyguard.",adventure,Action,Loading...,
24253,Rathole,"A hotel operated by a low profile mob becomes a shelter for outcasts and different social misfits. To uncover mysterious mafia boss along with dozen of unsolved criminal activities, LAPD embeds an undercover police officer in the crime circle.",crime,crime,1,
18670,Police Academy,The eighth installment of the 'Police Academy' comedy series.,crime,comedy,0,
81817,Entanglement,"Mark, a quantum engineering grad student, becomes caught between two lovers on opposite sides of a mounting revolution.",thriller,romance,0,
59675,El Culto de las Asesinas,A macabre sect offers revenge to women who have suffered gender violence.,mystery,Horror.,0,
62476,Athadu,"A gunman for hire is framed for murder, and assumes a dead man's identity while hiding from the police.",mystery,crime,Loading...,
4058,Road House,A night club owner becomes infatuated with a torch singer and frames his best friend/manager for embezzlement when the chanteuse falls in love with him.,action,crime,Loading...,
3698,Robotech: The Movie,"Re-edited version of a Japanese TV serial combined with a direct-to-video anime, released in the U.S. as a feature.",action,scifi,Loading...,
5209,Miyamoto Musashi: Sôken ni haseru yume,An animated chronicle of the life of legendary swordsman Miyamoto Musashi (1584-1645).,action,adventure,0,
78354,Triborn,"Set in the distant future, Triborn follows the adventures of the crew of a deep space star ship.",scifi,scifi,1,
19382,Cave of the Sharks,"When Andres and his partner are hired to recover some valuables from an airplane that went down in the Bermuda Triangle, they face not only human treachery but also the mysterious powers of an underwater civilization.",crime,adventure,0,
83998,Down and Dangerous,"Always one step ahead of the Feds, Paul Boxer is the most inventive and principled smuggler in the trade, never needed to carry guns. But someone is killing off his co-workers, Paul is forced setting his principles to a test.",thriller,crime,Loading...,
51743,Northern,"At home everyone can hear you scream / Over 90,000 people disappear each year",horror,horror,1,
67789,Here Will I Nest,"The life and career of the founder of Southwestern Ontario, Thomas Talbot.",romance,biography,Loading...,
71274,The Sky Is Pink,"Based on the love story of a couple spanning 25 years and told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with pulmonary fibrosis.",romance,romance,1,
5609,Amaris: My Life in a Nutshell,A young lady who becomes the Hero by becoming the Villain.,action,thriller,0,
55467,The Barber,"Town barber Dexter Miles is surprised to overhear, while cutting the hair of police chief Vance Corgan, that the body of a woman he murdered a few days before has been recovered. He had hope that the body would not be found until spring.",mystery,crime,Loading...,
66362,Aladdin,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,romance,fantasy,Loading...,
15115,A Very Bad Day,Arch criminals clash violently at a house by the river.,adventure,crime,0,
51351,Silent Madness,"A criminally insane man is accidentally released from a mental hospital. The staff tries to cover it up, but a young psychiatrist travels to the college town where he committed several murders to warn the locals and anticipate his arrival.",horror,thriller,0,
10294,Of All Time,A young artist travels to Rome with three friends to learn what makes a work of art a timeless masterpiece and while there they meet the greatest artist of all time.,adventure,adventure,1,
34685,Pups Alone,"While everyone is away on a company ski trip, Robert's neighbor hires two inept thieves to steal his latest invention. The neighborhood dogs will use Robert's inventions to set up a house of horrors for the thieves.",family,comedy,Loading...,
74748,Ultraman Geed: Connect the Wishes!,Ultraman Geed confronts the harsh fate against a mighty enemy who withstands the power of Ultra Warriors' light.,scifi,scifi,1,
71846,Random Harvest,"An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life.",romance,Romance.,0,
63719,Pareshaan Parinda,Neel falls in love with a gangster's niece and things go bizarre when he finds himself getting involved with the underworld.,romance,crime,Loading...,
76954,Idol Madness,"While visiting his sister, Reality will Warp for Scott Hughes when he tries the latest Experimental Movie Trailer Technology .",scifi,scifi,1,
2760,Dada Sahib,"Abubacker, a former Subedar and the son of a freedom fighter, tries to curb terrorist activities taking place in his village. However, in a turn of events, he ends up getting arrested for espionage.",action,Action,1,
27970,Fantastic Beasts: The Secrets of Dumbledore,Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,family,fantasy,0,
18362,Triad,3 childhood friends join the Hong Kong Triads only to discover that fame and fortune will ultimately break them apart as only one can become the leader of the gang.,crime,crime,1,
83334,Sanjûrokunin no jôkyaku,A detective on his holiday and a thug happen to ride the same bus that is going to a ski resort. The detective has to find and arrest the criminal among 35 passengers.,thriller,mystery,0,
3129,Unstoppable,"A DEA Agent left for dead goes after the most dangerous crime families in Russia, Asia and Latin America responsible for wiping out his family.",action,Action.,0,
71224,Sin ella,"Jorge Colon's SIN ELLA shows us how much a family member can guide the values and lives of the others, even when absent. Set in present-day Mexico City, the story follows Gastón (Luis ...                See full synopsis »",romance,family,Loading...,
14972,García y García,Two men with the same name endure the funny consequences of getting mixed up during a business trip.,adventure,comedy,0,
48601,Nuclear Prom 3000,"A dorky, unambitious teen's psychic visions about a gutsy head cheerleader lead him to help an overconfident and incompetent soldier sent from the future, who must stop an arrogant intergalactic terrorist from destroying the earth.",horror,scifi,0,
56616,Payback,"A film director, Walter, meets his old team to make a 'road movie'. With no money, they will have come up with scams in order to make the production possible while at the same time plotting revenge.",mystery,crime,0,
81834,Bambina,"A coming of age thriller set in expat Spain in the mid 90's. Sisters Pip and Lottie unite against their Dad. A drug-fueled, night out with the local boys ends with vengeful consequences.",thriller,Thriller.,Loading...,
28779,Mediterra by Allstars U.S.A Entertainment,A tourist couple visiting a Mediterranean museum open the lid of an ancient magic amphora Out of sheer curiosity. Everything in the museum comes alive transporting the couple to different worlds of the Mediterranean .,family,fantasy,Loading...,
8399,Action Is Not Missing,The members of the group are sent to Vietnam. The war between North and South is still in full swing.,action,war,0,
85659,Eager to Die,A futuristic thriller about a politically incorrect television personality who is forced to change his identity after several death attempts by his government.,thriller,scifi,Loading...,
73496,CJ7,A poor Chinese laborer learns important lessons after his son gets a strange new toy.,scifi,family,0,
89575,Reefer Madness,A punk rock band is forced to fight for survival after they stop in a small town where the residents are being driven mad by a new strain of marijuana which causes psychotic effects on its users.,thriller,Horror.,0,
79440,The Triad Chronicles,"Alex, a hybrid hunter and vampire, must travel to the past to attend the school that her mother founded and stop a plot to kill her family before she's born. Can the Hybrid and her team save them while surviving high school all over again?",scifi,scifi,1,
12505,The Go-Getters,"A deadbeat drunk and a junkie hooker join forces to take on the city, each other, and their own personal shortcomings while trying to scam $98 for bus tickets out of town.",adventure,crime,0,
41673,The Satellite Girl and Milk Cow,An adventure by Il-ho the Satellite Girl and a shy cow to save the world from a black monster.,fantasy,adventure,Loading...,
19851,Empire of the Heart,In desperate times your only hope is the courage and resilience in your heart.,crime,adventure,0,
83919,Psalm 21,"Henrik, a much beloved priest, doesn't believe in hell. Upon receiving the news of his fathers death, he starts a journey that will take him through terrifying secrets, distorted childhood memories, and shake the foundation of his belief.",thriller,horror,Loading...,
82850,The Fast and the Furious,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,thriller,action,Loading...,
55738,Dreamgift,"After suddenly inheriting his Grandmother's decayed, Louisiana plantation, a suburban man becomes mysteriously empowered with the ability to control others by invading their dreams.",mystery,Horror.,Loading...,
37864,Cacao,A black woman and her Afro-Latino husband empower their community by providing them with Cacao - an extinct seed that magically grows in their backyard. The nature of their magic is questioned when one of the seeds sprouts a human baby.,fantasy,Fantasy,1,
74913,The Prefect,"As voting systems start to malfunction in the trading system known as the Glitter Band, a terrorist incident sparks an investigation into a hidden foe and an evil thought to have been banished long ago.",scifi,scifi,1,
58452,Mystery Broadcast,"A radio detective sets out to solve an old murder case, with the help of her sound man and another radio detective. They manage to talk to the people involved in the case, but shortly afterwards the main suspects turn up dead.",mystery,Mystery,1,
34446,Vaah! Life Ho Toh Aisi!,Adi Chachu faces a dilemma - and it's a big one! What if YOU were told by the God of Death himself you had only 15 minutes of life left? What would YOU do?!,family,fantasy,0,
79022,Hadrian's Wall,"Detective Simon Moore is dispatched to investigate his ex-wife's crew. But if Simon's not careful, what he finds could make the interstellar Cold War go red hot.",scifi,scifi,1,
59939,Olivia,"A woman who, as a child, witnessed her prostitute mother getting killed by a client, marries an abusive man, and is suffering from homicidal schizophrenia.",mystery,Horror.,0,
67400,That Lady in Ermine,"That Lady in Ermine tells two parallel stories, both taking place in the small Mittel-European duchy of Bergamo, with one set in the 19th century and the other in the 16th.",romance,romance,1,
4375,Pepeng Pingas (Ang Batang San Nicolas),"Mark this face. Mark his name. This man is free, but not at large.",action,crime,Loading...,
54437,Redland,"When Agent Reese sets on the trail of runaway convict Annie Land, he gets more than he's bargained for in this thrilling psychological chase. The stakes are high, and a puzzle is forming of a picture he doesn't want to see.",mystery,thriller,0,
68924,Theeram,"Sravan and Appu are childhood friends and Appu loves Sravan. Arjun is a senior student and boxer in the same college. By the time Sravan realizes he loves Appu, she has committed suicide. Why drove her to take her own life?",romance,Mystery.,0,
69763,Shrimathi,"Raj is happily married to Priya. But things turn awry when his former lover, Sonia accuses him of rape after he refused to fall for her sexual advances.",romance,crime,0,
71145,Love from a Stranger,"A newly married woman begins to suspect that her husband is a killer. Even worse, she soon comes to believe that she will be his next victim.",romance,Thriller,Loading...,
61099,Dead Man's Dream,"Focusing on the journey a young writer takes in his mind, how he may overcome his insomnia through strange hallucinations, with great friends and daring inspiration.",mystery,Fantasy.,0,
68834,Jashnn: The Music Within,A singer faces challenges after falling in love with a woman whose brother is having an affair with his sister.,romance,Romance.,0,
44683,Hades & Persephone,Ballet based on the Myth,fantasy,Fantasy,1,
25140,Fake,A caper centered around an art forgery.,crime,crime,1,
80150,Into the Void,"After two lifelong friends survive a near fatal car crash, they both gain a strange new ability to freeze time.",scifi,scifi,1,
489,The Hard Way,A skilled martial artist seeks revenge on a crime syndicate that killed his mentor pushing his combat skills to the limit.,action,action,1,
18297,Need,An ex drug dealer has saved up all his life in order to re-tire from a life of crime and to find out that he has been set up.,crime,crime,1,
49475,Lone Walker,Walkers in Dunwich Forest start disappearing when clothing and personal items are found by locals. A search is formed by the locals as a old man tells of a folklore tale about a Manbear creature living in the forest.,horror,horror,1,
55566,Devil Town,"a young woman's sister goes missing. She then sets out on a quest through Brooklyn to find her on her own, enlisting the help of a motley crew of New York weirdos.",mystery,mystery,1,
9700,Zwei Teufelskerle auf dem Weg ins Kloster,"Jim and Jeff are two guys who are always looking for great luck and success, going from one fool to the next. Now they believe they have opened a source of oil in Colombia.",adventure,adventure,1,
70116,Westwind,While training for sculling championship at summer camp in Hungary in 1988 East German teenage twin sisters meet young guys vacationing from Hamburg. In the meeting of east and west the bond between sisters is tested.,romance,drama,0,
36237,Dreams That Money Can Buy,"After learning how to look inside himself, a poetic bum sells people vivid dreams.",fantasy,Fantasy.,0,
